State,CD #,County,"County Pop. in CD","% of CD in County"
PA,15,Clearfield,"81,642",11.60%
PA,15,Elk,"31,946",4.50%
PA,15,Forest,"7,716",1.10%
PA,15,Indiana,"88,880",12.60%
PA,15,Jefferson,"45,200",6.40%
PA,15,Mc Kean,"43,450",6.20%
PA,15,Venango,"54,984",7.80%
PA,15,Warren,"41,815",5.90%
PA,16,Butler,"128,610",18.20%
PA,16,Crawford,"88,765",12.60%
PA,16,Erie,"280,566",39.80%
PA,16,Lawrence,"91,108",12.90%
PA,16,Mercer,"116,638",16.50%
PA,17,Allegheny,"517,660",73.40%
PA,17,Beaver,"170,539",24.20%
PA,17,Butler,"17,489",2.50%
PA,18,Allegheny,"705,688",100.00%
RI,1,Bristol,"49,875",9.50%
RI,1,Newport,"82,888",15.70%
RI,1,Providence,"393,520",74.80%
RI,2,Kent,"166,158",31.60%
RI,2,Providence,"233,147",44.30%
RI,2,Washington,"126,979",24.10%
SC,1,Beaufort,"148,174",22.40%
SC,1,Berkeley,"149,751",22.70%
SC,1,Charleston,"245,876",37.20%
SC,1,Colleton,529,0.10%
SC,1,Dorchester,"116,436",17.60%
SC,2,Aiken,"160,099",24.20%
SC,2,Barnwell,"22,621",3.40%
SC,2,Lexington,"262,391",39.70%
SC,2,Orangeburg,"20,438",3.10%
SC,2,Richland,"195,217",29.50%
SC,3,Abbeville,"25,417",3.80%
SC,3,Anderson,"187,126",28.30%
SC,3,Edgefield,"26,985",4.10%
SC,3,Greenville,"54,952",8.30%
SC,3,Greenwood,"69,661",10.50%
SC,3,Laurens,"66,537",10.10%
SC,3,McCormick,"10,233",1.50%
SC,3,Newberry,"6,484",1.00%
SC,3,Oconee,"74,273",11.20%
SC,3,Pickens,"119,224",18.00%
SC,3,Saluda,"19,875",3.00%
SC,4,Greenville,"396,273",60.00%
SC,4,Spartanburg,"264,493",40.00%
SC,5,Cherokee,"55,342",8.40%
SC,5,Chester,"33,140",5.00%
SC,5,Fairfield,"23,956",3.60%
SC,5,Kershaw,"61,697",9.30%
SC,5,Lancaster,"76,652",11.60%
SC,5,Lee,"19,220",2.90%
SC,5,Newberry,"31,024",4.70%
SC,5,Spartanburg,"19,814",3.00%
SC,5,Sumter,"84,887",12.80%
SC,5,Union,"28,961",4.40%
SC,5,York,"226,073",34.20%
SC,6,Allendale,"10,419",1.60%
SC,6,Bamberg,"15,987",2.40%
SC,6,Beaufort,"14,059",2.10%
SC,6,Berkeley,"28,092",4.30%
SC,6,Calhoun,"15,175",2.30%
SC,6,Charleston,"104,333",15.80%
SC,6,Clarendon,"34,971",5.30%
SC,6,Colleton,"38,363",5.80%
SC,6,Dorchester,"20,119",3.00%
SC,6,Florence,"15,039",2.30%
SC,6,Hampton,"21,090",3.20%
SC,6,Jasper,"24,777",3.70%
SC,6,Orangeburg,"72,063",10.90%
SC,6,Richland,"189,287",28.60%
SC,6,Sumter,"22,569",3.40%
SC,6,Williamsburg,"34,423",5.20%
SC,7,Chesterfield,"46,734",7.10%
SC,7,Darlington,"68,681",10.40%
SC,7,Dillon,"32,062",4.90%
SC,7,Florence,"121,846",18.40%
SC,7,Georgetown,"60,158",9.10%
SC,7,Horry,"269,291",40.80%
SC,7,Marion,"33,062",5.00%
SC,7,Marlboro,"28,933",4.40%
SD,1,Aurora,"2,710",0.30%
SD,1,Beadle,"17,398",2.10%
SD,1,Bennett,"3,431",0.40%
SD,1,Bon Homme,"7,070",0.90%
SD,1,Brookings,"31,965",3.90%
SD,1,Brown,"36,531",4.50%
SD,1,Brule,"5,255",0.60%
SD,1,Buffalo,"1,912",0.20%
SD,1,Butte,"10,110",1.20%
SD,1,Campbell,"1,466",0.20%
SD,1,Charles Mix,"9,129",1.10%
SD,1,Clark,"3,691",0.50%
SD,1,Clay,"13,864",1.70%
SD,1,Codington,"27,227",3.30%
SD,1,Corson,"4,050",0.50%
SD,1,Custer,"8,216",1.00%
SD,1,Davison,"19,504",2.40%
SD,1,Day,"5,710",0.70%
SD,1,Deuel,"4,364",0.50%
SD,1,Dewey,"5,301",0.70%
SD,1,Douglas,"3,002",0.40%
SD,1,Edmunds,"4,071",0.50%
SD,1,Fall River,"7,094",0.90%
SD,1,Faulk,"2,364",0.30%
SD,1,Grant,"7,356",0.90%
SD,1,Gregory,"4,271",0.50%
SD,1,Haakon,"1,937",0.20%
SD,1,Hamlin,"5,903",0.70%
SD,1,Hand,"3,431",0.40%
SD,1,Hanson,"3,331",0.40%
SD,1,Harding,"1,255",0.20%
SD,1,Hughes,"17,022",2.10%
SD,1,Hutchinson,"7,343",0.90%
SD,1,Hyde,"1,420",0.20%
SD,1,Jackson,"3,031",0.40%
SD,1,Jerauld,"2,071",0.30%
SD,1,Jones,"1,006",0.10%
SD,1,Kingsbury,"5,148",0.60%
SD,1,Lake,"11,200",1.40%
SD,1,Lawrence,"24,097",3.00%
SD,1,Lincoln,"44,828",5.50%
SD,1,Lyman,"3,755",0.50%
SD,1,McCook,"5,618",0.70%
SD,1,McPherson,"2,459",0.30%
SD,1,Marshall,"4,656",0.60%
SD,1,Meade,"25,434",3.10%
SD,1,Mellette,"2,048",0.30%
SD,1,Miner,"2,389",0.30%
SD,1,Minnehaha,"169,468",20.80%
SD,1,Moody,"6,486",0.80%
SD,1,Oglala Lakota,"13,586",1.70%
SD,1,Pennington,"100,948",12.40%
SD,1,Perkins,"2,982",0.40%
SD,1,Potter,"2,329",0.30%
SD,1,Roberts,"10,149",1.20%
SD,1,Sanborn,"2,355",0.30%
SD,1,Spink,"6,415",0.80%
SD,1,Stanley,"2,966",0.40%
SD,1,Sully,"1,373",0.20%
SD,1,Todd,"9,612",1.20%
SD,1,Tripp,"5,644",0.70%
SD,1,Turner,"8,347",1.00%
SD,1,Union,"14,399",1.80%
SD,1,Walworth,"5,438",0.70%
SD,1,Yankton,"22,438",2.80%
SD,1,Ziebach,"2,801",0.30%
TN,1,Carter,"57,424",8.10%
TN,1,Cocke,"35,662",5.10%
TN,1,Greene,"68,831",9.80%
TN,1,Hamblen,"62,544",8.90%
TN,1,Hancock,"6,819",1.00%
TN,1,Hawkins,"56,833",8.10%
TN,1,Jefferson,"10,762",1.50%
TN,1,Johnson,"18,244",2.60%
TN,1,Sevier,"89,889",12.70%
TN,1,Sullivan,"156,823",22.20%
TN,1,Unicoi,"18,313",2.60%
TN,1,Washington,"122,979",17.40%
TN,2,Blount,"123,010",17.40%
TN,2,Campbell,"5,816",0.80%
TN,2,Claiborne,"32,213",4.60%
TN,2,Grainger,"22,657",3.20%
TN,2,Jefferson,"40,645",5.80%
TN,2,Knox,"432,226",61.30%
TN,2,Loudon,"48,556",6.90%
TN,3,Anderson,"75,129",10.70%
TN,3,Bradley,"27,518",3.90%
TN,3,Campbell,"34,900",4.90%
TN,3,Hamilton,"336,463",47.70%
TN,3,McMinn,"52,266",7.40%
TN,3,Monroe,"44,519",6.30%
TN,3,Morgan,"21,987",3.10%
TN,3,Polk,"16,825",2.40%
TN,3,Roane,"54,181",7.70%
TN,3,Scott,"22,228",3.20%
TN,3,Union,"19,109",2.70%
TN,4,Bedford,"45,058",6.40%
TN,4,Bledsoe,"12,876",1.80%
TN,4,Bradley,"71,445",10.10%
TN,4,Franklin,"41,052",5.80%
TN,4,Grundy,"13,703",1.90%
TN,4,Lincoln,"33,361",4.70%
TN,4,Marion,"28,237",4.00%
TN,4,Marshall,"30,617",4.30%
TN,4,Maury,"57,180",8.10%
TN,4,Meigs,"11,753",1.70%
TN,4,Moore,"6,362",0.90%
TN,4,Rhea,"31,809",4.50%
TN,4,Rutherford,"262,604",37.20%
TN,4,Sequatchie,"14,112",2.00%
TN,4,Van Buren,"5,112",0.70%
TN,4,Warren,"39,839",5.60%
TN,5,Cheatham,"28,780",4.10%
TN,5,Davidson,"626,681",88.90%
TN,5,Dickson,"49,666",7.00%
TN,6,Cannon,"13,801",2.00%
TN,6,Cheatham,"10,325",1.50%
TN,6,Clay,"7,861",1.10%
TN,6,Coffee,"52,796",7.50%
TN,6,Cumberland,"56,053",7.90%
TN,6,DeKalb,"18,723",2.70%
TN,6,Fentress,"17,959",2.50%
TN,6,Jackson,"11,638",1.70%
TN,6,Macon,"22,248",3.20%
TN,6,Overton,"22,083",3.10%
TN,6,Pickett,"5,077",0.70%
TN,6,Putnam,"72,321",10.30%
TN,6,Robertson,"66,283",9.40%
TN,6,Smith,"19,166",2.70%
TN,6,Sumner,"160,645",22.80%
TN,6,Trousdale,"7,870",1.10%
TN,6,Van Buren,436,0.10%
TN,6,White,"25,841",3.70%
TN,6,Wilson,"113,993",16.20%
TN,7,Benton,"16,394",2.30%
TN,7,Chester,"17,131",2.40%
TN,7,Decatur,"11,757",1.70%
TN,7,Giles,"29,485",4.20%
TN,7,Hardeman,"27,253",3.90%
TN,7,Hardin,"26,026",3.70%
TN,7,Henderson,"27,769",3.90%
TN,7,Hickman,"24,690",3.50%
TN,7,Houston,"8,426",1.20%
TN,7,Humphreys,"18,538",2.60%
TN,7,Lawrence,"41,869",5.90%
TN,7,Lewis,"12,161",1.70%
TN,7,McNairy,"26,075",3.70%
TN,7,Maury,"23,776",3.40%
TN,7,Montgomery,"172,331",24.40%
TN,7,Perry,"7,915",1.10%
TN,7,Stewart,"13,324",1.90%
TN,7,Wayne,"17,021",2.40%
TN,7,Williamson,"183,182",26.00%
TN,8,Benton,95,0.00%
TN,8,Carroll,"28,522",4.00%
TN,8,Crockett,"14,586",2.10%
TN,8,Dyer,"38,335",5.40%
TN,8,Fayette,"38,413",5.40%
TN,8,Gibson,"49,683",7.00%
TN,8,Haywood,"18,787",2.70%
TN,8,Henry,"32,330",4.60%
TN,8,Lake,"7,832",1.10%
TN,8,Lauderdale,"27,815",3.90%
TN,8,Madison,"98,294",13.90%
TN,8,Obion,"31,807",4.50%
TN,8,Shelby,"222,521",31.60%
TN,8,Tipton,"61,081",8.70%
TN,8,Weakley,"35,021",5.00%
TN,9,Shelby,"705,123",100.00%
TX,1,Angelina,"86,771",12.40%
TX,1,Gregg,"121,730",17.40%
TX,1,Harrison,"65,631",9.40%
TX,1,Nacogdoches,"64,524",9.20%
TX,1,Panola,"23,796",3.40%
TX,1,Rusk,"53,330",7.60%
TX,1,Sabine,"10,834",1.60%
TX,1,San Augustine,"8,865",1.30%
TX,1,Shelby,"25,448",3.60%
TX,1,Smith,"209,714",30.00%
TX,1,Upshur,"12,083",1.70%
TX,1,Wood,"15,762",2.30%
TX,2,Harris,"698,488",100.00%
TX,3,Collin,"698,488",100.00%
TX,4,Bowie,"92,565",13.30%
TX,4,Camp,"12,401",1.80%
TX,4,Cass,"30,464",4.40%
TX,4,Collin,"36,196",5.20%
TX,4,Delta,"5,231",0.70%
TX,4,Fannin,"33,915",4.90%
TX,4,Franklin,"10,605",1.50%
TX,4,Grayson,"120,877",17.30%
TX,4,Hopkins,"35,161",5.00%
TX,4,Hunt,"86,129",12.30%
TX,4,Lamar,"49,793",7.10%
TX,4,Marion,"10,546",1.50%
TX,4,Morris,"12,934",1.90%
TX,4,Rains,"10,914",1.60%
TX,4,Red River,"12,860",1.80%
TX,4,Rockwall,"78,337",11.20%
TX,4,Titus,"32,334",4.60%
TX,4,Upshur,"27,226",3.90%
TX,5,Anderson,"58,458",8.40%
TX,5,Cherokee,"50,845",7.30%
TX,5,Dallas,"328,522",47.00%
TX,5,Henderson,"78,532",11.20%
TX,5,Kaufman,"103,350",14.80%
TX,5,Van Zandt,"52,579",7.50%
TX,5,Wood,"26,202",3.80%
TX,6,Ellis,"149,610",21.40%
TX,6,Navarro,"47,735",6.80%
TX,6,Tarrant,"501,159",71.70%
TX,7,Harris,"698,488",100.00%
TX,8,Grimes,"26,604",3.80%
TX,8,Harris,"63,087",9.00%
TX,8,Houston,"23,732",3.40%
TX,8,Leon,"6,825",1.00%
TX,8,Madison,"13,664",2.00%
TX,8,Montgomery,"455,746",65.20%
TX,8,San Jacinto,"26,384",3.80%
TX,8,Trinity,"14,585",2.10%
TX,8,Walker,"67,861",9.70%
TX,9,Fort Bend,"145,911",20.90%
TX,9,Harris,"552,581",79.10%
TX,10,Austin,"28,417",4.10%
TX,10,Bastrop,"43,410",6.20%
TX,10,Colorado,"20,874",3.00%
TX,10,Fayette,"24,554",3.50%
TX,10,Harris,"248,136",35.50%
TX,10,Lee,"11,856",1.70%
TX,10,Travis,"244,317",35.00%
TX,10,Waller,"43,205",6.20%
TX,10,Washington,"33,718",4.80%
TX,10,Williamson,2,0.00%
TX,11,Andrews,"14,786",2.10%
TX,11,Brown,"38,106",5.50%
TX,11,Callahan,"13,544",1.90%
TX,11,Coke,"3,320",0.50%
TX,11,Coleman,"8,895",1.30%
TX,11,Comanche,"13,974",2.00%
TX,11,Concho,"4,087",0.60%
TX,11,Dawson,"13,833",2.00%
TX,11,Eastland,"18,583",2.70%
TX,11,Ector,"137,130",19.60%
TX,11,Erath,"20,356",2.90%
TX,11,Glasscock,"1,226",0.20%
TX,11,Hood,"51,182",7.30%
TX,11,Irion,"1,599",0.20%
TX,11,Kimble,"4,607",0.70%
TX,11,Llano,"19,301",2.80%
TX,11,McCulloch,"8,283",1.20%
TX,11,Martin,"4,799",0.70%
TX,11,Mason,"4,012",0.60%
TX,11,Menard,"2,242",0.30%
TX,11,Midland,"136,872",19.60%
TX,11,Mills,"4,936",0.70%
TX,11,Mitchell,"9,403",1.30%
TX,11,Palo Pinto,"28,111",4.00%
TX,11,Runnels,"10,501",1.50%
TX,11,San Saba,"6,131",0.90%
TX,11,Stephens,"7,302",1.00%
TX,11,Sterling,"1,143",0.20%
TX,11,Tom Green,"110,224",15.80%
TX,12,Parker,"116,927",16.70%
TX,12,Tarrant,"558,251",79.90%
TX,12,Wise,"23,296",3.30%
TX,13,Archer,"9,054",1.30%
TX,13,Armstrong,"1,901",0.30%
TX,13,Baylor,"3,726",0.50%
TX,13,Briscoe,"1,637",0.20%
TX,13,Carson,"6,182",0.90%
TX,13,Childress,"7,041",1.00%
TX,13,Clay,"10,752",1.50%
TX,13,Collingsworth,"3,057",0.40%
TX,13,Cooke,"38,437",5.50%
TX,13,Cottle,"1,505",0.20%
TX,13,Dallam,"6,703",1.00%
TX,13,Deaf Smith,"19,372",2.80%
TX,13,Dickens,"2,444",0.30%
TX,13,Donley,"3,677",0.50%
TX,13,Floyd,"2,655",0.40%
TX,13,Foard,"1,336",0.20%
TX,13,Gray,"22,535",3.20%
TX,13,Hall,"3,353",0.50%
TX,13,Hansford,"5,613",0.80%
TX,13,Hardeman,"4,139",0.60%
TX,13,Hartley,"6,062",0.90%
TX,13,Hemphill,"3,807",0.50%
TX,13,Hutchinson,"22,150",3.20%
TX,13,Jack,"9,044",1.30%
TX,13,King,286,0.00%
TX,13,Knox,"3,719",0.50%
TX,13,Lipscomb,"3,302",0.50%
TX,13,Montague,"19,719",2.80%
TX,13,Moore,"21,904",3.10%
TX,13,Motley,"1,210",0.20%
TX,13,Ochiltree,"10,223",1.50%
TX,13,Oldham,"2,052",0.30%
TX,13,Potter,"121,073",17.30%
TX,13,Randall,"120,725",17.30%
TX,13,Roberts,929,0.10%
TX,13,Sherman,"3,034",0.40%
TX,13,Swisher,"7,854",1.10%
TX,13,Wheeler,"5,410",0.80%
TX,13,Wichita,"131,500",18.80%
TX,13,Wilbarger,"13,535",1.90%
TX,13,Wise,"35,831",5.10%
TX,14,Brazoria,"154,890",22.20%
TX,14,Galveston,"291,309",41.70%
TX,14,Jefferson,"252,273",36.10%
TX,15,Brooks,"7,223",1.00%
TX,15,Duval,"11,782",1.70%
TX,15,Guadalupe,"108,688",15.60%
TX,15,Hidalgo,"534,952",76.60%
TX,15,Jim Hogg,"5,300",0.80%
TX,15,Karnes,"14,824",2.10%
TX,15,Live Oak,"11,531",1.70%
TX,15,Wilson,"4,188",0.60%
TX,16,El Paso,"698,488",100.00%
TX,17,Bastrop,812,0.10%
TX,17,Brazos,"194,851",27.90%
TX,17,Burleson,"17,187",2.50%
TX,17,Falls,"17,866",2.60%
TX,17,Freestone,"19,816",2.80%
TX,17,Lee,"4,756",0.70%
TX,17,Leon,"9,976",1.40%
TX,17,Limestone,"23,384",3.30%
TX,17,McLennan,"234,906",33.60%
TX,17,Milam,"24,757",3.50%
TX,17,Robertson,"16,622",2.40%
TX,17,Travis,"133,554",19.10%
TX,18,Harris,"698,488",100.00%
TX,19,Bailey,"7,165",1.00%
TX,19,Borden,641,0.10%
TX,19,Castro,"8,062",1.20%
TX,19,Cochran,"3,127",0.40%
TX,19,Crosby,"6,059",0.90%
TX,19,Fisher,"3,974",0.60%
TX,19,Floyd,"3,791",0.50%
TX,19,Gaines,"17,526",2.50%
TX,19,Garza,"6,461",0.90%
TX,19,Hale,"36,273",5.20%
TX,19,Haskell,"5,899",0.80%
TX,19,Hockley,"22,935",3.30%
TX,19,Howard,"35,012",5.00%
TX,19,Jones,"20,202",2.90%
TX,19,Kent,808,0.10%
TX,19,Lamb,"13,977",2.00%
TX,19,Lubbock,"278,831",39.90%
TX,19,Lynn,"5,915",0.80%
TX,19,Nolan,"15,216",2.20%
TX,19,Parmer,"10,269",1.50%
TX,19,Scurry,"16,921",2.40%
TX,19,Shackelford,"3,378",0.50%
TX,19,Stephens,"2,328",0.30%
TX,19,Stonewall,"1,490",0.20%
TX,19,Taylor,"131,506",18.80%
TX,19,Terry,"12,651",1.80%
TX,19,Throckmorton,"1,641",0.20%
TX,19,Yoakum,"7,879",1.10%
TX,19,Young,"18,550",2.70%
TX,20,Bexar,"698,488",100.00%
TX,21,Bandera,"20,485",2.90%
TX,21,Bexar,"253,319",36.30%
TX,21,Blanco,"10,497",1.50%
TX,21,Comal,"77,344",11.10%
TX,21,Gillespie,"24,837",3.60%
TX,21,Hays,"36,368",5.20%
TX,21,Kendall,"33,410",4.80%
TX,21,Kerr,"49,625",7.10%
TX,21,Real,"3,309",0.50%
TX,21,Travis,"189,294",27.10%
TX,22,Brazoria,"158,276",22.70%
TX,22,Fort Bend,"439,464",62.90%
TX,22,Harris,"100,760",14.40%
TX,23,Bexar,"275,373",39.40%
TX,23,Brewster,"9,232",1.30%
TX,23,Crane,"4,375",0.60%
TX,23,Crockett,"3,719",0.50%
TX,23,Culberson,"2,398",0.30%
TX,23,Dimmit,"9,996",1.40%
TX,23,Edwards,"2,002",0.30%
TX,23,El Paso,"102,159",14.60%
TX,23,Frio,"17,217",2.50%
TX,23,Hudspeth,"3,476",0.50%
TX,23,Jeff Davis,"2,342",0.30%
TX,23,Kinney,"3,598",0.50%
TX,23,La Salle,"5,123",0.70%
TX,23,Loving,82,0.00%
TX,23,Maverick,"54,258",7.80%
TX,23,Medina,"46,006",6.60%
TX,23,Pecos,"15,507",2.20%
TX,23,Presidio,"7,818",1.10%
TX,23,Reagan,"3,367",0.50%
TX,23,Reeves,"13,783",2.00%
TX,23,Schleicher,"3,461",0.50%
TX,23,Sutton,"4,128",0.60%
TX,23,Terrell,984,0.10%
TX,23,Upton,"3,355",0.50%
TX,23,Uvalde,"26,405",3.80%
TX,23,Val Verde,"48,879",7.00%
TX,23,Ward,"10,658",1.50%
TX,23,Winkler,"7,110",1.00%
TX,23,Zavala,"11,677",1.70%
TX,24,Dallas,"330,826",47.40%
TX,24,Denton,"112,782",16.10%
TX,24,Tarrant,"254,894",36.50%
TX,25,Bell,"34,427",4.90%
TX,25,Bosque,"18,212",2.60%
TX,25,Burnet,"42,750",6.10%
TX,25,Coryell,"75,388",10.80%
TX,25,Erath,"17,534",2.50%
TX,25,Hamilton,"8,517",1.20%
TX,25,Hays,"38,920",5.60%
TX,25,Hill,"35,089",5.00%
TX,25,Johnson,"150,934",21.60%
TX,25,Lampasas,"19,677",2.80%
TX,25,Somervell,"8,490",1.20%
TX,25,Tarrant,"7,065",1.00%
TX,25,Travis,"241,475",34.60%
TX,26,Dallas,841,0.10%
TX,26,Denton,"549,832",78.70%
TX,26,Tarrant,"147,815",21.20%
TX,27,Aransas,"23,158",3.30%
TX,27,Bastrop,"29,949",4.30%
TX,27,Caldwell,"20,233",2.90%
TX,27,Calhoun,"21,381",3.10%
TX,27,Gonzales,"13,668",2.00%
TX,27,Jackson,"14,075",2.00%
TX,27,Lavaca,"19,263",2.80%
TX,27,Matagorda,"36,702",5.30%
TX,27,Nueces,"340,223",48.70%
TX,27,Refugio,"7,383",1.10%
TX,27,San Patricio,"44,379",6.40%
TX,27,Victoria,"86,793",12.40%
TX,27,Wharton,"41,280",5.90%
TX,28,Atascosa,"44,911",6.40%
TX,28,Bexar,"158,356",22.70%
TX,28,Hidalgo,"128,731",18.40%
TX,28,La Salle,"1,763",0.30%
TX,28,McMullen,707,0.10%
TX,28,Starr,"60,968",8.70%
TX,28,Webb,"250,304",35.80%
TX,28,Wilson,"38,730",5.50%
TX,28,Zapata,"14,018",2.00%
TX,29,Harris,"698,488",100.00%
TX,30,Dallas,"698,487",100.00%
TX,31,Bell,"275,808",39.50%
TX,31,Williamson,"422,677",60.50%
TX,32,Collin,"47,657",6.80%
TX,32,Dallas,"650,831",93.20%
TX,33,Dallas,"358,632",51.30%
TX,33,Tarrant,"339,850",48.70%
TX,34,Bee,"31,861",4.60%
TX,34,Cameron,"406,220",58.20%
TX,34,DeWitt,"20,097",2.90%
TX,34,Goliad,"7,210",1.00%
TX,34,Gonzales,"6,139",0.90%
TX,34,Hidalgo,"111,086",15.90%
TX,34,Jim Wells,"40,838",5.80%
TX,34,Kenedy,416,0.10%
TX,34,Kleberg,"32,061",4.60%
TX,34,San Patricio,"20,425",2.90%
TX,34,Willacy,"22,134",3.20%
TX,35,Bexar,"329,237",47.10%
TX,35,Caldwell,"17,833",2.60%
TX,35,Comal,"31,128",4.50%
TX,35,Guadalupe,"22,845",3.30%
TX,35,Hays,"81,819",11.70%
TX,35,Travis,"215,626",30.90%
TX,36,Chambers,"35,096",5.00%
TX,36,Hardin,"54,635",7.80%
TX,36,Harris,"333,943",47.80%
TX,36,Jasper,"35,710",5.10%
TX,36,Liberty,"75,643",10.80%
TX,36,Newton,"14,445",2.10%
TX,36,Orange,"81,837",11.70%
TX,36,Polk,"45,413",6.50%
TX,36,Tyler,"21,766",3.10%
UT,1,Box Elder,"49,975",7.20%
UT,1,Cache,"112,656",16.30%
UT,1,Daggett,"1,059",0.20%
UT,1,Davis,"196,793",28.50%
UT,1,Duchesne,"18,607",2.70%
UT,1,Morgan,"9,469",1.40%
UT,1,Rich,"2,264",0.30%
UT,1,Summit,"36,324",5.30%
UT,1,Uintah,"32,588",4.70%
UT,1,Weber,"231,236",33.50%
UT,2,Beaver,"6,629",1.00%
UT,2,Davis,"109,686",15.90%
UT,2,Garfield,"5,172",0.70%
UT,2,Iron,"46,163",6.70%
UT,2,Juab,880,0.10%
UT,2,Kane,"7,125",1.00%
UT,2,Millard,"12,503",1.80%
UT,2,Piute,"1,556",0.20%
UT,2,Salt Lake,"264,896",38.30%
UT,2,Sanpete,"16,448",2.40%
UT,2,Sevier,"20,802",3.00%
UT,2,Tooele,"58,218",8.40%
UT,2,Washington,"138,115",20.00%
UT,2,Wayne,"2,778",0.40%
UT,3,Carbon,"21,403",3.10%
UT,3,Emery,"10,976",1.60%
UT,3,Grand,"9,225",1.30%
UT,3,Salt Lake,"177,165",25.60%
UT,3,San Juan,"14,746",2.10%
UT,3,Utah,"433,927",62.80%
UT,3,Wasatch,"23,530",3.40%
UT,4,Juab,"9,366",1.40%
UT,4,Salt Lake,"587,594",85.00%
UT,4,Sanpete,"11,374",1.60%
UT,4,Utah,"82,637",12.00%
VA,1,Caroline,"28,545",3.90%
VA,1,Essex,"11,151",1.50%
VA,1,Fauquier,"14,762",2.00%
VA,1,Gloucester,"36,858",5.10%
VA,1,Hanover,"99,863",13.70%
VA,1,James City,"50,453",6.90%
VA,1,King and Queen,"6,945",1.00%
VA,1,King George,"23,584",3.20%
VA,1,King William,"15,935",2.20%
VA,1,Lancaster,"11,391",1.60%
VA,1,Mathews,"8,978",1.20%
VA,1,Middlesex,"10,959",1.50%
VA,1,New Kent,"18,429",2.50%
VA,1,Northumberland,"12,330",1.70%
VA,1,Prince William,"167,068",23.00%
VA,1,Richmond,"9,254",1.30%
VA,1,Spotsylvania,"30,160",4.10%
VA,1,Stafford,"128,961",17.70%
VA,1,Westmoreland,"17,454",2.40%
VA,1,Fredericksburg city,"24,286",3.30%
VA,2,Accomack,"33,164",4.70%
VA,2,James City,"16,556",2.30%
VA,2,Northampton,"12,389",1.70%
VA,2,York,"65,464",9.20%
VA,2,Hampton city,"33,630",4.70%
VA,2,Newport News city,32,0.00%
VA,2,Norfolk city,"82,672",11.70%
VA,2,Poquoson city,"12,150",1.70%
VA,2,Virginia Beach city,"437,994",61.90%
VA,2,Williamsburg city,"14,068",2.00%
VA,3,Isle of Wight,"35,270",4.70%
VA,3,Chesapeake city,"110,405",14.80%
VA,3,Franklin city,"8,582",1.10%
VA,3,Hampton city,"103,806",13.90%
VA,3,Newport News city,"180,687",24.20%
VA,3,Norfolk city,"160,131",21.40%
VA,3,Portsmouth city,"95,535",12.80%
VA,3,Suffolk city,"52,197",7.00%
VA,4,Charles City,"7,256",1.00%
VA,4,Chesterfield,"95,473",13.10%
VA,4,Dinwiddie,"28,001",3.80%
VA,4,Greensville,"12,243",1.70%
VA,4,Henrico,"84,198",11.60%
VA,4,Prince George,"35,725",4.90%
VA,4,Southampton,"18,570",2.60%
VA,4,Surry,"7,058",1.00%
VA,4,Sussex,"12,087",1.70%
VA,4,Chesapeake city,"111,804",15.40%
VA,4,Colonial Heights city,"17,411",2.40%
VA,4,Emporia city,"5,927",0.80%
VA,4,Hopewell city,"22,591",3.10%
VA,4,Petersburg city,"32,420",4.50%
VA,4,Richmond city,"204,214",28.10%
VA,4,Suffolk city,"32,388",4.50%
VA,5,Albemarle,"98,970",13.60%
VA,5,Appomattox,"14,973",2.10%
VA,5,Bedford,"45,209",6.20%
VA,5,Brunswick,"17,434",2.40%
VA,5,Buckingham,"17,146",2.40%
VA,5,Campbell,"54,842",7.50%
VA,5,Charlotte,"12,586",1.70%
VA,5,Cumberland,"10,052",1.40%
VA,5,Fauquier,"50,441",6.90%
VA,5,Fluvanna,"25,691",3.50%
VA,5,Franklin,"56,159",7.70%
VA,5,Greene,"18,403",2.50%
VA,5,Halifax,"36,241",5.00%
VA,5,Henry,"14,472",2.00%
VA,5,Lunenburg,"12,914",1.80%
VA,5,Madison,"13,308",1.80%
VA,5,Mecklenburg,"32,727",4.50%
VA,5,Nelson,"15,020",2.10%
VA,5,Pittsylvania,"63,506",8.70%
VA,5,Prince Edward,"23,368",3.20%
VA,5,Rappahannock,"7,373",1.00%
VA,5,Warren,133,0.00%
VA,5,Charlottesville city,"43,475",6.00%
VA,5,Danville city,"43,055",5.90%
VA,6,Amherst,"32,353",4.40%
VA,6,Augusta,"73,750",10.10%
VA,6,Bath,"4,731",0.70%
VA,6,Bedford,"29,689",4.10%
VA,6,Botetourt,"33,148",4.60%
VA,6,Highland,"2,321",0.30%
VA,6,Page,"24,042",3.30%
VA,6,Roanoke,"69,185",9.50%
VA,6,Rockbridge,"22,307",3.10%
VA,6,Rockingham,"76,314",10.50%
VA,6,Shenandoah,"41,993",5.80%
VA,6,Warren,"37,442",5.10%
VA,6,Buena Vista city,"6,650",0.90%
VA,6,Harrisonburg city,"48,914",6.70%
VA,6,Lexington city,"7,042",1.00%
VA,6,Lynchburg city,"75,568",10.40%
VA,6,Roanoke city,"97,032",13.30%
VA,6,Staunton city,"23,746",3.30%
VA,6,Waynesboro city,"21,006",2.90%
VA,7,Amelia,"12,690",1.70%
VA,7,Chesterfield,"220,763",30.40%
VA,7,Culpeper,"46,689",6.40%
VA,7,Goochland,"21,717",3.00%
VA,7,Henrico,"222,737",30.60%
VA,7,Louisa,"33,153",4.60%
